Hecate:ProjectEuler fwu$ python euler0044.py
4666662 3307 3748 440 1764
4666662 3090 3558 467 1764
4666662 1490 2309 818 1764
4666662 502 1834 1331 1764
4671955 1557318 1557319 0 1765
4671955 155727 155737 9 1765
4671955 1853 2559 705 1765
4677251 779541 779543 1 1766
4682550 520282 520285 2 1767
4682550 130065 130077 11 1767
4682550 27355 27412 56 1767
4682550 20774 20849 74 1767
4682550 16737 16830 92 1767
4682550 6732 6960 227 1767
4682550 5053 5353 299 1767
4682550 4010 4382 371 1767
4682550 1566 2361 794 1767
4682550 383 1808 1424 1767
4687852 1562617 1562618 0 1768
4687852 120195 120208 12 1768
4687852 11422 11558 135 1768
4693157 782192 782194 1 1769
4693157 111735 111749 13 1769
4693157 53930 53959 28 1769
4693157 12762 12884 121 1769
4693157 7605 7808 202 1769
4693157 1685 2443 757 1769
4693157 1405 2259 853 1769
4698465 261023 261029 5 1770
4698465 104403 104418 14 1770
4698465 8760 8937 176 1770
4703776 1567925 1567926 0 1771
4703776 223986 223993 6 1771
4703776 24467 24531 63 1771
4703776 6071 6324 252 1771
4703776 3276 3724 447 1771
4703776 1261 2174 912 1771
4709090 313937 313942 4 1772
4709090 78475 78495 19 1772
4709090 3322 3765 442 1772
4714407 87295 87313 17 1773
4719727 1573242 1573243 0 1774
4719727 46255 46289 33 1774
4719727 4870 5183 312 1774
4725050 315001 315006 4 1775
4725050 143178 143189 10 1775
4725050 78741 78761 19 1775
4725050 35774 35818 43 1775
4725050 22148 22219 70 1775
4725050 5590 5865 274 1775
4725050 5404 5688 283 1775
4725050 2301 2906 604 1775
4725050 882 1982 1099 1775
4725050 518 1849 1330 1775
4730376 525596 525599 2 1776
4730376 75075 75096 20 1776
4730376 32826 32874 47 1776
4730376 14150 14261 110 1776
4730376 4525 4861 335 1776
4730376 1641 2418 776 1776
4735705 1578568 1578569 0 1777
4735705 157852 157862 9 1777
4735705 121422 121435 12 1777
4735705 19210 19292 81 1777
4735705 12078 12208 129 1777
4735705 7598 7803 204 1777
4735705 948 2014 1065 1777
4741037 790172 790174 1 1778
4741037 112875 112889 13 1778
4741037 6095 6349 253 1778
4746372 65910 65934 23 1779
4746372 22895 22964 68 1779
4746372 18142 18229 86 1779
4751710 1583903 1583904 0 1780
4751710 395974 395978 3 1780
4751710 83354 83373 18 1780
4751710 20803 20879 75 1780
4751710 3337 3782 444 1780
4751710 425 1830 1404 1780
4757051 792841 792843 1 1781
4757051 60975 61001 25 1781
4757051 11506 11643 136 1781
4762395 19558 19639 80 1782
4762395 1555 2365 809 1782
4767742 1589247 1589248 0 1783
4767742 397310 397314 3 1783
4767742 227032 227039 6 1783
4767742 56745 56773 27 1783
4773092 198875 198883 7 1784
4778445 530937 530940 2 1785
4778445 75838 75859 20 1785
4778445 53079 53109 29 1785
4778445 15565 15667 101 1785
4778445 7480 7690 209 1785
4778445 6119 6374 254 1785
4778445 1874 2588 713 1785
4783801 1594600 1594601 0 1786
4783801 83917 83936 18 1786
4783801 72471 72493 21 1786
4783801 16917 17011 93 1786
4783801 3606 4024 417 1786
4783801 3031 3518 486 1786
4783801 2826 3343 516 1786
4789160 319275 319280 4 1787
4789160 19915 19995 79 1787
4789160 4598 4933 334 1787
4794522 3352 3799 446 1788
4794522 2820 3339 518 1788
4799887 1599962 1599963 0 1789
4805255 800875 800877 1 1790
4805255 320348 320353 4 1790
4805255 114404 114418 13 1790
4805255 61593 61619 25 1790
4805255 45747 45782 34 1790
4805255 27119 27178 58 1790
4805255 24610 24675 64 1790
4805255 8859 9038 178 1790
4805255 8710 8892 181 1790
4805255 3672 4085 412 1790
4805255 3293 3748 454 1790
4805255 2420 3010 589 1790
4805255 1705 2472 766 1790
4805255 652 1905 1252 1790
4810626 178167 178176 8 1791
4810626 44525 44561 35 1791
4810626 1900 2611 710 1791
4816000 1605333 1605334 0 1792
4816000 229330 229337 6 1792
4816000 64201 64226 24 1792
4816000 37312 37355 42 1792
4816000 9086 9261 174 1792
4816000 6143 6399 255 1792
4816000 5183 5484 300 1792
4816000 956 2031 1074 1792
4821377 803562 803564 1 1793
4821377 146097 146108 10 1793
4821377 4767 5093 325 1793
4826757 536305 536308 2 1794
4826757 41235 41274 38 1794
4826757 11590 11728 137 1794
4832140 1610713 1610714 0 1795
4832140 40248 40288 39 1795
4832140 2057 2730 672 1795
4837526 3367 3816 448 1796
4842915 269048 269054 5 1797
4842915 107613 107628 14 1797
4842915 48902 48935 32 1797
4842915 38415 38457 41 1797
4842915 15322 15427 104 1797
4842915 6873 7104 230 1797
4842915 5344 5638 293 1797
4842915 4727 5057 329 1797
4842915 1829 2564 734 1797
4842915 190 1807 1616 1797
4848307 1616102 1616103 0 1798
4848307 52117 52148 30 1798
4848307 27835 27893 57 1798
4853702 22752 22823 70 1799
4853702 6167 6424 256 1799
4853702 5555 5839 283 1799
4853702 3007 3504 496 1799
4853702 1060 2088 1027 1799
4853702 525 1874 1348 1799
4859100 35971 36016 44 1800
4859100 22460 22532 71 1800
4864501 1621500 1621501 0 1801
4864501 43806 43843 36 1801
4864501 22176 22249 72 1801
4869905 811650 811652 1 1802
4869905 324658 324663 4 1802
4869905 95480 95497 16 1802
4869905 70567 70590 22 1802
4869905 34515 34562 46 1802
4869905 30602 30655 52 1802
4869905 9464 9634 169 1802
4869905 6943 7173 229 1802
4869905 3219 3689 469 1802
4869905 2798 3328 529 1802
4869905 1685 2467 781 1802
4869905 217 1815 1597 1802
4875312 541700 541703 2 1803
4875312 41650 41689 38 1803
4875312 2952 3459 506 1803
4880722 1626907 1626908 0 1804
4880722 406725 406729 3 1804
4880722 232412 232419 6 1804
4880722 58090 58118 27 1804
4880722 3382 3833 450 1804
4886135 814355 814357 1 1805
4886135 325740 325745 4 1805
4886135 42842 42880 37 1805
4886135 17097 17192 94 1805
4886135 1895 2617 721 1805
4891551 271750 271756 5 1806
4891551 38801 38843 41 1806
4891551 6191 6449 257 1806
4896970 1632323 1632324 0 1807
4896970 408079 408083 3 1807
4896970 125557 125570 12 1807
4896970 31365 31417 51 1807
4896970 11674 11813 138 1807
4896970 5888 6159 270 1807
4896970 2658 3214 555 1807
4896970 964 2048 1083 1807
4902392 148552 148563 10 1808
4902392 96117 96134 16 1808
4902392 56335 56364 28 1808
4902392 14405 14518 112 1808
4902392 9197 9373 175 1808
4902392 5872 6144 271 1808
4902392 3290 3754 463 1808
4907817 60577 60604 26 1809
4913245 1637748 1637749 0 1810
4913245 163770 163780 9 1810
4913245 26818 26879 60 1810
4913245 9112 9290 177 1810
4913245 8958 9139 180 1810
4913245 3458 3903 444 1810
4913245 2380 2990 609 1810
4918676 204941 204949 7 1811
4918676 29250 29306 55 1811
4918676 1725 2501 775 1811
4924110 547122 547125 2 1812
4924110 136775 136787 11 1812
4924110 3397 3850 452 1812
4929547 1643182 1643183 0 1813
4929547 234737 234744 6 1813
4929547 44392 44429 36 1813
4929547 33510 33559 48 1813
4929547 6215 6474 258 1813
4934987 822497 822499 1 1814
4940430 109780 109795 14 1815
4940430 49887 49920 32 1815
4940430 27417 27477 59 1815
4940430 12410 12542 131 1815
4945876 1648625 1648626 0 1816
4945876 126811 126824 12 1816
4951325 825220 825222 1 1817
4951325 330086 330091 4 1817
4951325 71747 71770 22 1817
4951325 32984 33034 49 1817
4951325 10367 10525 157 1817
4951325 7462 7680 217 1817
4951325 7061 7291 229 1817
4951325 3981 4376 394 1817
4951325 2756 3301 544 1817
4951325 2583 3158 574 1817
4956777 183580 183589 8 1818
4956777 26195 26258 62 1818
4956777 9577 9748 170 1818
4956777 1870 2608 737 1818
4956777 782 1979 1196 1818
4962232 1654077 1654078 0 1819
4962232 103372 103388 15 1819
4962232 53342 53373 30 1819
4962232 8752 8939 186 1819
4962232 3087 3583 495 1819
4962232 817 1994 1176 1819
4967690 331177 331182 4 1820
4967690 82785 82805 19 1820
4967690 47294 47329 34 1820
4967690 31217 31270 52 1820
4967690 25443 25508 64 1820
4967690 11758 11898 139 1820
4967690 7705 7917 211 1820
4967690 6239 6499 259 1820
4967690 4278 4649 370 1820
4967690 3412 3867 454 1820
4967690 2958 3473 514 1820
4967690 2059 2748 688 1820
4967690 374 1858 1483 1820
4973151 552571 552574 2 1821
4978615 1659538 1659539 0 1822
4978615 165949 165959 9 1822
4978615 972 2065 1092 1822
4984082 532 1899 1366 1823
4989552 17277 17373 95 1824
4995025 1665008 1665009 0 1825
4995025 237855 237862 6 1825
4995025 166496 166506 9 1825
4995025 66588 66613 24 1825
4995025 48954 48988 33 1825
4995025 36173 36219 45 1825
4995025 23751 23821 69 1825
4995025 22772 22845 72 1825
4995025 19546 19631 84 1825
4995025 14421 14536 114 1825
4995025 9427 9602 174 1825
4995025 6877 7115 237 1825
4995025 5010 5332 321 1825
4995025 4063 4454 390 1825
4995025 3003 3514 510 1825
4995025 2501 3096 594 1825
4995025 1916 2646 729 1825
4995025 1666 2471 804 1825
4995025 1534 2384 849 1825
4995025 873 2023 1149 1825
5000501 833416 833418 1 1826
5000501 151525 151536 10 1826
5000501 20041 20124 82 1826
5005980 37059 37104 44 1827
5005980 23140 23212 71 1827
5005980 6263 6524 260 1827
5005980 5140 5455 314 1827
5005980 3059 3563 503 1827
5005980 737 1970 1232 1827
5011462 1670487 1670488 0 1828
5011462 417620 417624 3 1828
5011462 3427 3884 456 1828
5016947 836157 836159 1 1829
5016947 64307 64333 25 1829
5016947 28315 28374 58 1829
5016947 26942 27004 61 1829
5016947 3752 4174 421 1829
5016947 1797 2564 766 1829
5016947 1672 2478 805 1829
5022435 558047 558050 2 1830
5022435 55790 55820 29 1830
5022435 25333 25399 65 1830
5022435 10064 10229 164 1830
5022435 9057 9240 182 1830
5022435 370 1867 1496 1830
5027926 1675975 1675976 0 1831
5027926 418992 418996 3 1831
5033420 335559 335564 4 1832
5033420 209722 209730 7 1832
5033420 47920 47955 34 1832
5033420 29933 29989 55 1832
5033420 1745 2530 784 1832
5033420 893 2038 1144 1832
5033420 708 1964 1255 1832
5038917 279937 279943 5 1833
5038917 21495 21573 77 1833
5038917 11842 11983 140 1833
5044417 1681472 1681473 0 1834
5044417 240207 240214 6 1834
5044417 6287 6549 261 1834
5049920 336659 336664 4 1835
5049920 13087 13215 127 1835
5049920 7722 7937 214 1835
5055426 3442 3901 458 1836
5060935 1686978 1686979 0 1837
5060935 168693 168703 9 1837
5060935 88779 88798 18 1837
5060935 76670 76692 21 1837
5060935 30645 30700 54 1837
5060935 29057 29115 57 1837
5060935 11562 11707 144 1837
5060935 8784 8974 189 1837
5060935 5129 5448 318 1837
5060935 4884 5218 333 1837
5060935 3827 4245 417 1837
5060935 1603 2438 834 1837
5060935 1092 2137 1044 1837
5060935 980 2082 1101 1837
5066447 844407 844409 1 1838
5066447 22785 22859 73 1838
5066447 11260 11409 148 1838
5071962 563550 563553 2 1839
5071962 140882 140894 11 1839
5071962 80497 80518 20 1839
5071962 20085 20169 83 1839
5077480 1692493 1692494 0 1840
5077480 105773 105789 15 1840
5077480 14660 14775 114 1840
5083001 847166 847168 1 1841
5083001 154025 154036 10 1841
5083001 121017 121031 13 1841
5083001 21966 22043 76 1841
5083001 6625 6876 250 1841
5083001 6311 6574 262 1841
5083001 86 1843 1756 1841
5088525 282693 282699 5 1842
5088525 113071 113086 14 1842
5088525 33233 33284 50 1842
5088525 21707 21785 77 1842
5088525 11233 11383 149 1842
5088525 8601 8796 194 1842
5088525 3071 3581 509 1842
5088525 2227 2890 662 1842
5088525 693 1968 1274 1842
5094052 1698017 1698018 0 1843
5094052 89360 89379 18 1843
5094052 17457 17554 96 1843
5094052 2112 2803 690 1843
5099582 3457 3918 460 1844
5105115 189074 189083 8 1845
5105115 18863 18953 89 1845
5105115 1937 2675 737 1845
5110651 1703550 1703551 0 1846
5110651 243361 243368 6 1846
5110651 131036 131049 12 1846
5110651 34742 34791 48 1846
5110651 18675 18766 90 1846
5110651 11926 12068 141 1846
5110651 7425 7651 225 1846
5110651 2356 2993 636 1846
5110651 1217 2211 993 1846
5110651 286 1868 1581 1846
5116190 341077 341082 4 1847
5116190 85260 85280 19 1847
5116190 539 1924 1384 1847
5121732 569080 569083 2 1848
5121732 81287 81308 20 1848
5121732 6335 6599 263 1848
5121732 2817 3369 551 1848
5121732 2000 2723 722 1848
5121732 1870 2629 758 1848
5127277 1709092 1709093 0 1849
5127277 39725 39768 42 1849
5127277 18135 18229 93 1849
5127277 14425 14543 117 1849
5132825 855470 855472 1 1850
5132825 342186 342191 4 1850
5132825 34194 34244 49 1850
5132825 27565 27627 61 1850
5132825 23084 23158 73 1850
5132825 10961 11116 154 1850
5132825 9469 9648 178 1850
5132825 9156 9341 184 1850
5132825 329 1879 1549 1850
5132825 61 1851 1789 1850
5138376 1125 2166 1040 1851
5143930 1714643 1714644 0 1852
5143930 428659 428663 3 1852
5143930 31148 31203 54 1852
5143930 7684 7904 219 1852
5143930 3472 3935 462 1852
5143930 3143 3648 504 1852
5143930 988 2099 1110 1852
5149487 858247 858249 1 1853
5149487 122600 122614 13 1853
5149487 100962 100979 16 1853
5149487 14365 14484 118 1853
5149487 7765 7983 217 1853
5149487 1765 2559 793 1853
5149487 362 1888 1525 1853
5155047 95455 95473 17 1854
5155047 1927 2674 746 1854
5155047 822 2028 1205 1854
5160610 1720203 1720204 0 1855
5160610 430049 430053 3 1855
5160610 245740 245747 6 1855
5160610 132317 132330 12 1855
5160610 61422 61450 27 1855
5160610 33055 33107 51 1855
5160610 18858 18949 90 1855
5160610 6359 6624 264 1855
5160610 4544 4908 363 1855
5160610 2948 3483 534 1855
5160610 1093 2153 1059 1855
5166176 59367 59396 28 1856
5166176 5731 6024 292 1856
5166176 2850 3401 550 1856
5171745 574637 574640 2 1857
5171745 57449 57479 29 1857
5177317 1725772 1725773 0 1858
5182892 215950 215958 7 1859
5182892 157052 157063 10 1859
5182892 101617 101634 16 1859
5182892 42117 42158 40 1859
5182892 16560 16664 103 1859
5182892 12010 12153 142 1859
5182892 7707 7928 220 1859
5182892 2975 3508 532 1859
5182892 602 1954 1351 1859
5182892 407 1903 1495 1859
5188470 115292 115307 14 1860
5188470 28795 28855 59 1860
5188470 16419 16524 104 1860
5188470 3908 4328 419 1860
5188470 3487 3952 464 1860
5194051 1731350 1731351 0 1861
5199635 866605 866607 1 1862
5199635 346640 346645 4 1862
5199635 123794 123808 13 1862
5199635 49503 49538 34 1862
5199635 45592 45630 37 1862
5199635 18197 18292 94 1862
5199635 17637 17735 97 1862
5199635 6952 7197 244 1862
5199635 6383 6649 265 1862
5199635 2274 2939 664 1862
5205222 1502 2393 890 1863
5210812 1736937 1736938 0 1864
5216405 869400 869402 1 1865
5216405 347758 347763 4 1865
5216405 1958 2704 745 1865
5222001 580221 580224 2 1866
5222001 9917 10091 173 1866
5222001 2717 3296 578 1866
5227600 1742533 1742534 0 1867
5227600 248930 248937 6 1867
5227600 69689 69714 24 1867
5227600 10811 10971 159 1867
5227600 9870 10045 174 1867
5227600 996 2116 1119 1867
5233202 3832 4263 430 1868
5233202 3502 3969 466 1868
5233202 150 1874 1723 1868
5238807 291042 291048 5 1869
5238807 41557 41599 41 1869
5238807 6407 6674 266 1869
5244415 1748138 1748139 0 1870
5244415 174809 174819 9 1870
5244415 79450 79472 21 1870
5244415 51399 51433 33 1870
5244415 31757 31812 54 1870
5244415 22089 22168 78 1870
5244415 20524 20609 84 1870
5244415 12240 12382 141 1870
5244415 9255 9442 186 1870
5244415 4747 5102 354 1870
5244415 1848 2629 780 1870
5244415 1818 2608 789 1870
5244415 845 2052 1206 1870
5244415 137 1875 1737 1870
5250026 76076 76099 22 1871
5250026 18976 19068 91 1871
5250026 546 1949 1402 1871
5255640 194649 194658 8 1872
5255640 14915 15032 116 1872
5255640 12094 12238 143 1872
5261257 1753752 1753753 0 1873
5261257 16492 16598 105 1873
5266877 877812 877814 1 1874
5266877 159597 159608 10 1874
5266877 125395 125409 13 1874
5266877 22762 22839 76 1874
5266877 11952 12098 145 1874
5266877 1785 2588 802 1874
5266877 1207 2229 1021 1874
5272500 585832 585835 2 1875
5272500 30805 30862 56 1875
5272500 23396 23471 74 1875
5272500 15778 15889 110 1875
5272500 14586 14706 119 1875
5272500 521 1946 1424 1875
5278126 1759375 1759376 0 1876
5278126 439842 439846 3 1876
5278126 251336 251343 6 1876
5278126 62821 62849 27 1876
5278126 26226 26293 66 1876
5278126 6431 6699 267 1876
5278126 5150 5481 330 1876
5278126 3517 3986 468 1876
5278126 667 1991 1323 1876
5283755 880625 880627 1 1877
5283755 352248 352253 4 1877
5283755 2847 3410 562 1877
5289387 293852 293858 5 1878
5289387 6705 6963 257 1878
5289387 4290 4683 392 1878
5295022 1765007 1765008 0 1879
5295022 441250 441254 3 1879
5300660 353375 353380 4 1880
5300660 220857 220865 7 1880
5300660 37570 37617 46 1880
5306301 98256 98274 17 1881
5306301 17817 17916 98 1881
5306301 13975 14101 125 1881
5306301 7442 7676 233 1881
5306301 5001 5343 341 1881
5306301 2891 3449 557 1881
5306301 2206 2899 692 1881
5306301 731 2018 1286 1881
5306301 261 1899 1637 1881
5311945 1770648 1770649 0 1882
5311945 177060 177070 9 1882
5311945 1004 2133 1128 1882
5317592 6455 6724 268 1883
5317592 4845 5198 352 1883
5323242 591470 591473 2 1884
5323242 147862 147874 11 1884
5323242 3532 4003 470 1884
5328895 1776298 1776299 0 1885
5328895 177625 177635 9 1885
5328895 136632 136645 12 1885
5328895 80730 80752 21 1885
5328895 32269 32324 54 1885
5328895 30597 30655 57 1885
5328895 13599 13729 129 1885
5328895 12178 12323 144 1885
5328895 6068 6354 285 1885
5328895 5409 5728 318 1885
5328895 3199 3713 513 1885
5328895 2127 2842 714 1885
5328895 1979 2733 753 1885
5328895 740 2025 1284 1885
5334551 889091 889093 1 1886
5334551 77301 77324 22 1886
5334551 43350 43391 40 1886
5340210 118664 118679 14 1887
5340210 34878 34929 50 1887
5340210 29638 29698 59 1887
5340210 8624 8828 203 1887
5340210 2930 3485 554 1887
5345872 1781957 1781958 0 1888
5345872 254562 254569 6 1888
5351537 891922 891924 1 1889
5357205 66125 66152 26 1890
5357205 9354 9543 188 1890
5357205 6479 6749 269 1890
5362876 1787625 1787626 0 1891
5362876 57650 57681 30 1891
5362876 29275 29336 60 1891
5362876 2167 2876 708 1891
5368550 357901 357906 4 1892
5368550 162678 162689 10 1892
5368550 89466 89486 19 1892
5368550 40649 40693 43 1892
5368550 8216 8431 214 1892
5368550 7770 7997 226 1892
5368550 6370 6645 274 1892
5368550 3547 4020 472 1892
5368550 1651 2511 859 1892
5368550 1517 2425 907 1892
5368550 1077 2177 1099 1892
5374227 597135 597138 2 1893
5374227 17512 17614 101 1893
5374227 1287 2289 1001 1893
5379907 1793302 1793303 0 1894
5379907 137940 137953 12 1894
5379907 94375 94394 18 1894
5379907 38962 39008 45 1894
5379907 7137 7384 246 1894
5379907 2700 3298 597 1894
5379907 1615 2489 873 1894
5385590 359037 359042 4 1895
5385590 89750 89770 19 1895
5385590 61889 61918 28 1895
5385590 51274 51309 34 1895
5385590 15418 15534 115 1895
5385590 12753 12893 139 1895
5385590 8742 8945 202 1895
5385590 7205 7450 244 1895
5385590 1805 2617 811 1895
5385590 1342 2322 979 1895
5385590 553 1974 1420 1895
5391276 74867 74891 23 1896
5391276 54441 54474 32 1896
5391276 12675 12816 140 1896
5396965 1798988 1798989 0 1897
5396965 256995 257002 6 1897
5396965 179894 179904 9 1897
5396965 25665 25735 69 1897
5396965 6503 6774 270 1897
5396965 1012 2150 1137 1897
5402657 900442 900444 1 1898
5402657 69252 69278 25 1898
5402657 12262 12408 145 1898
5408352 200305 200314 8 1899
5408352 2842 3418 575 1899
5414050 1804683 1804684 0 1900
5414050 451169 451173 3 1900
5414050 94974 94993 18 1900
5414050 72175 72200 24 1900
5414050 23708 23784 75 1900
5414050 17997 18097 99 1900
5414050 12914 13053 138 1900
5414050 8701 8906 204 1900
5414050 3562 4037 474 1900
5414050 2968 3524 555 1900
5414050 1791 2611 819 1900
5419751 903291 903293 1 1901
5425455 602827 602830 2 1902
5425455 86108 86129 20 1902
5425455 60268 60298 29 1902
5425455 8507 8717 209 1902
5425455 3454 3943 488 1902
5431162 1810387 1810388 0 1903
5431162 452595 452599 3 1903
5436872 106597 106614 16 1904
5436872 15170 15289 118 1904
5436872 6527 6799 271 1904
5442585 302363 302369 5 1905
5442585 120939 120954 14 1905
5442585 2000 2762 761 1905
